timestamp,pos_x,pos_y,vel_x,vel_y,radius
2025-09-12 11:48:32.631616+00:00,338.8016662597656,237.8727264404297,0.0,-369.0649997010632,32.5452995300293
2025-09-12 11:48:32.638689+00:00,338.8016662597656,237.8727264404297,0.0,-420.26389531363156,32.5452995300293
2025-09-12 11:48:32.642558+00:00,338.8016662597656,237.8727264404297,0.0,-767.8465750678645,32.5452995300293
2025-09-12 11:48:32.658626+00:00,338.9685974121094,237.8115234375,0.25982958154016966,-185.17296638008557,32.57954406738281
2025-09-12 11:48:32.663276+00:00,338.9685974121094,237.8115234375,0.0,-638.9622442067993,32.57954406738281
2025-09-12 11:48:32.675630+00:00,338.9677429199219,237.80645751953125,-0.0017289572891194779,-240.59595374572766,32.57477951049805
2025-09-12 11:48:32.679909+00:00,338.9677429199219,237.80645751953125,0.0,-694.8041797503265,32.57477951049805
2025-09-12 11:48:32.689549+00:00,338.512451171875,237.7295379638672,-1.1806746218686228,-308.4427375215361,32.70955276489258
2025-09-12 11:48:32.693284+00:00,338.512451171875,237.7295379638672,0.0,-794.6143343793381,32.70955276489258
2025-09-12 11:48:32.705567+00:00,339.0,237.6666717529297,0.9927851155577553,-242.10576032490584,32.47240447998047
2025-09-12 11:48:32.709434+00:00,339.0,237.6666717529297,0.0,-768.0342794893485,32.47240447998047
2025-09-12 11:48:32.720419+00:00,339.0,237.6666717529297,0.0,-270.4002436490843,32.47240447998047
2025-09-12 11:48:32.724469+00:00,339.0,237.6666717529297,0.0,-733.2313339465608,32.47240447998047
2025-09-12 11:48:32.735567+00:00,339.0,237.8000030517578,0.0,-267.66129607506065,32.58608627319336
2025-09-12 11:48:32.751339+00:00,339.56280517578125,237.65829467773438,0.8920049575039997,-188.5600873287615,32.76350021362305
2025-09-12 11:48:32.755401+00:00,339.56280517578125,237.65829467773438,0.0,-731.184297865631,32.76350021362305
2025-09-12 11:48:32.766450+00:00,339.7828063964844,237.5247344970703,0.4977853664257399,-269.0196564033493,32.769676208496094
2025-09-12 11:48:32.770351+00:00,339.7828063964844,237.5247344970703,0.0,-760.8290235174895,32.769676208496094
2025-09-12 11:48:32.782397+00:00,341.0,237.0,2.5271644700130196,-247.12180478515617,32.64985275268555
2025-09-12 11:48:32.786398+00:00,341.0,237.0,0.0,-739.4788070413864,32.64985275268555
2025-09-12 11:48:32.798493+00:00,340.5993347167969,236.77963256835938,-0.8284027688471814,-245.23463529992225,32.60516357421875
2025-09-12 11:48:32.802413+00:00,340.5993347167969,236.77963256835938,0.0,-754.4212399416498,32.60516357421875
2025-09-12 11:48:32.815461+00:00,341.0,236.3333282470703,0.7678934158526798,-227.32720133714793,32.472412109375
2025-09-12 11:48:32.819634+00:00,341.0,236.3333282470703,0.0,-707.3306833105875,32.472412109375
2025-09-12 11:48:32.833407+00:00,341.4710693359375,236.0991668701172,0.8552519195663791,-214.75055174764057,32.562294006347656
2025-09-12 11:48:32.837286+00:00,341.4710693359375,236.0991668701172,0.0,-760.0606704343793,32.562294006347656
2025-09-12 11:48:32.846258+00:00,341.0,236.0,-1.313048655979415,-329.18710792856666,32.75687789916992
2025-09-12 11:48:32.850294+00:00,341.0,236.0,0.0,-730.6139639662547,32.75687789916992
2025-09-12 11:48:32.861319+00:00,341.0,235.6666717529297,0.0,-267.9759257243318,32.47240447998047
2025-09-12 11:48:32.865163+00:00,341.0,235.6666717529297,0.0,-766.246167052981,32.47240447998047
2025-09-12 11:48:32.878203+00:00,342.0,235.0,1.917222023678743,-226.55174554953362,32.57319259643555
2025-09-12 11:48:32.882329+00:00,342.0,235.0,0.0,-712.4320902665407,32.57319259643555
2025-09-12 11:48:32.894265+00:00,341.8571472167969,235.0,-0.29924584233532203,-246.13721683254653,32.52961730957031
2025-09-12 11:48:32.898592+00:00,341.8571472167969,235.0,0.0,-678.3751331581569,32.52961730957031
2025-09-12 11:48:32.912426+00:00,342.375,234.75,0.935779308456633,-212.55276543340827,32.45328903198242
2025-09-12 11:48:32.918788+00:00,342.375,234.75,0.0,-461.2274248457943,32.45328903198242
2025-09-12 11:48:32.927501+00:00,342.17919921875,234.94219970703125,-0.561799994168946,-336.501647224328,32.57373046875
2025-09-12 11:48:32.931015+00:00,342.17919921875,234.94219970703125,0.0,-835.7125576237272,32.57373046875
2025-09-12 11:48:32.943045+00:00,342.8983154296875,234.8474578857422,1.49494464240677,-244.30489200581647,32.83206558227539
2025-09-12 11:48:32.959037+00:00,343.1016845703125,235.1525421142578,0.3178675890475784,-183.29580047100342,32.83207702636719
2025-09-12 11:48:32.964179+00:00,343.1016845703125,235.1525421142578,0.0,-571.6132427618599,32.83207702636719
2025-09-12 11:48:32.974968+00:00,344.0,235.0,2.0815925524946675,-272.6265711948197,32.57319259643555
2025-09-12 11:48:32.978951+00:00,344.0,235.0,0.0,-737.1392744054991,32.57319259643555
2025-09-12 11:48:32.990036+00:00,344.7436828613281,234.9663848876953,1.6773489772929417,-265.05477969065697,32.840919494628906
2025-09-12 11:48:32.994081+00:00,344.7436828613281,234.9663848876953,0.0,-726.4425328737289,32.840919494628906
2025-09-12 11:48:33.007078+00:00,344.7436828613281,234.9663848876953,0.0,-225.9917986967025,32.840919494628906
2025-09-12 11:48:33.011009+00:00,344.7436828613281,234.9663848876953,0.0,-746.2472193897768,32.840919494628906
2025-09-12 11:48:33.023029+00:00,344.86956787109375,234.86956787109375,0.261876351893311,-244.49890377602114,32.833621978759766
2025-09-12 11:48:33.026992+00:00,344.86956787109375,234.86956787109375,0.0,-740.4649779212335,32.833621978759766
2025-09-12 11:48:33.039005+00:00,345.24676513671875,234.2337646484375,0.7852190918898222,-245.12812058565672,33.084869384765625
2025-09-12 11:48:33.042993+00:00,345.24676513671875,234.2337646484375,0.0,-733.557664690528,33.084869384765625
